,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Daily,Weekly,Monthly,Hours In,Hours Out,Amount,Usage in Hours,Hourly
318,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,106156890-0044,4 WHEEL IND ELECTRIC CART 4 SEAT,1,87,213,527,,29.1,527,,
319,0.987,"SUNBELT RENTALS, INC.",KEEWATIN TACONITE,"KEEWATIN,",MN,55753,"10,131.58",134757872-0001,800-899K BTU MOBILE IND FIRED HEATER,1,915,2745,8235,,,8235,,
320,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,779.02",129425524-0023,5.5K 19' CAB TELEHANDLER FORKLIFT,1,382,882,1745,,2023,1745,,
321,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,802.60",131411417-0021,1500-2000LB SKIDSTEER CAB,1,455,1300,2749,80.15,72.5,2749,,
322,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,609.79",116818712-0022,1500-2100LB TRACK SKIDSTEER CAB,1,253,679,1579,,770,1579,,
323,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,106156890-0039,4 WHEEL IND ELECTRIC CART 4 SEAT,1,87,213,527,,29.1,527,,
324,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,802.60",131411417-0018,2000-2800LB SKIDSTEER HIGH FLOW CAB,1,455,1300,2749,248.7,32.7,2749,,
325,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,281.51",103883211-0050,1000-1499LB SKIDSTEER CAB,1,217,515,1257,713.539,521.281,1257,,
326,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,164.67",120242529-0028,SWEEPER MID-SIZED RIDE-ON LP,1,465,1580,3080,,319.5,3080,,
327,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,164.67",120242529-0028,33LB PROPANE CYLINDER,1,7,13,38,,,,,
328,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,118.52",108880375-0039,30' SINGLE MANLIFT PUSH-TYPE,1,163,357,775,,31.2,775,,
329,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,118.52",108880375-0039,19' ELECT SCISSORLIFT,1,115,173,327,,105.4,327,,
330,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,216.25",119930039-0020,15K DF W/HYD FP IND FORKLIFT,1,513,1327,3117,,306.4,3117,,
331,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,216.25",119930039-0020,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
332,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,,,,,000 000,,,"$15,784.70 ",,
333,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,BOOM 60-64' TELESCOPIC ELECT/MULTI PWR,1,,"1,211.00","3,085.00",,,"1,211.00",,
334,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,,1,,,,,,277.5,,
335,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,,1,,,,,,,,
336,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,BOOM 60-64' TELESCOPIC ELECT/MULTI PWR,1,501,"1,211.00","3,085.00",1101.7,1090,"3,085.00",,
337,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,BOOM 60-64' TELESCOPIC ELECT/MULTI PWR,1,501,"1,211.00","3,085.00",. 00,1090,"3,085.00",,
338,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,,1,,,,,,,,
339,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,,1,,,,,,,,
340,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,"SCRUBBER RIDE ON ELECTRIC UPTO 40"" PATH",1,471,"1,485.00","2,921.00",. 00,. 02,"2,921.00",,
341,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,SWEEPER ADVANCE WALKBEHIND,1,200.00 200.00,550,"1,200.00",. 00,1,"1,200.00",,
342,0.987,UNITED RENTALS (NORTH AMERICA).INC.,USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",217853598-001,"SCRUBBER RIDE ON ELECTRIC UPTO 40"" PATH",1,471,"1,485.00","2,921.00",6.9,. 02,"1,485.00",,
343,0.997,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,554.73",145738302-0003,500LB DSL TRACK MINI SKIDSTEER,1,255,725,1525,286.914,275.432,1525,,
344,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,177.52",88107248-0060,0-1000LB SKIDSTEER,1,187,469,1155,,58,1155,,
345,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"1,486.41",118880755-0023,1000LB DSL TRACK MINI SKIDSTEER,1,223,647,1457,234.411,188.788,1457,,
346,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,740.94,149121664-0003,19' ELECT SCISSORLIFT,1,125,255,365,,258,365,,
347,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,740.94,149121664-0003,19' ELECT SCISSORLIFT,1,125,255,365,,,365,,
348,0.987,,,,,,551.14,116380395-0023,4 WHL IND ELECT CART,1,,219,543,,1085.7,543,,
349,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,346.75",134986756-0008,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,,689.9,1321,,
350,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,432.95",122090806-0029,SWEEPER MID-SIZED RIDE-ON LP,1,489,1253,2397,,420.7,2397,,
351,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,316.89",122090806-0019,SWEEPER MID-SIZED RIDE-ON LP,1,466.9,1191.9,2282.66,,420.7,2282.66,,
352,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"3,585.89",141221810-0008,SWEEPER MID-SIZED RIDE-ON LP,1,510,1745,3495,501.385,404.135,3495,,
353,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"3,585.89",141221810-0008,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
354,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,740.94,149121664-0006,19' ELECT SCISSORLIFT,1,125,255,365,,258,365,,
355,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,740.94,149121664-0006,19' ELECT SCISSORLIFT,1,125,255,365,,,365,,
356,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,962.49",131143960-0022,1000LB DSL TRACK MINI SKIDSTEER,1,,685,1545,,11.1,N/C 1962.49,,
357,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"3,152.25",119401143-0026,2800-3200LB TRACK SKIDSTEER CAB,1,327,1223,2797,360.55,323.2,2797,,
358,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"3,152.25",119401143-0026,PALLET FORKS - LARGE SKID,1,70,147,297,,,297,,
359,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"3,603.93",133507214-0013,80' ART MANLIFT W/JIB,1,817,1895,3535,,115.2,3535,,
360,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,463.98",133626572-0013,"3,500LB MINI EXCAVATOR",1,277,635,1435,944.641,912.047,1435,,
361,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,832.04",147068077-0011,45' ART MANLIFT W/JIB,1,730,1340,1797,1175.3,1150.3,1797,,
362,0.987,"SUNBELT RENTALS, INC.",KEEWATIN TACONITE,"KEEWATIN,",MN,55753,"8,395.58",134757872-0003,800-899K BTU MOBILE IND FIRED HEATER,1,915,2745,8235,,,8235,,
363,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0023,4 WHEEL IND ELECT CART < 7500LB TOW,1,83,185,523,394.654,364.236,523,,
364,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0023,4 WHL IND ELECT CART > 7500LB TOW,1,83,185,523,701.186,328.897,523,,
365,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"3,603.93",133507214-0005,80' ART MANLIFT W/JIB,1,817,1895,3535,173.35,115.2,3535,,
366,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,732.13",145431905-0012,1000LB DSL TRACK MINI SKIDSTEER,1,265,753,1699,,677.3,1699,,
367,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,779.02",129425524-0020,5.5K 19' CAB TELEHANDLER FORKLIFT,1,382,882,1745,1886.95,1672.45,1745,,
368,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,887.97",143142505-0008,10K 14-17' DF IND FORKLIFT,1,530,1300,2795,774.485,622.347,2795.00 38.00,,
369,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,887.97",143142505-0008,33LB PROPANE CYLINDER,1,7,13,38,,,54.97,,
370,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,575.12",134214336-0022,1000LB DSL TRACK MINI SKIDSTEER,1,,697,1545,,78,1545,,
371,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,575.12",134214336-0022,SKIDSTEER LOADER BUCKET,,,,,,,,,
372,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,485.41",134214336-0014,1000LB DSL TRACK MINI SKIDSTEER,1,223,647,1457,,78,1457,,
373,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"4,379.75",145852639-0003,30-39K HYDRAULIC EXCAVATOR REDUCED,1,597,2100,4295,520.15,349.5,4295,,
374,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,177.52",88107248-0055,0-1000LB SKIDSTEER,1,187,469,1155,,58,1155,,
375,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"2,001.27",110929216-0039,4 TON CARRY DECK CRANE,1,313,787,1963,367.136,166.244,1963,,
376,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"4,379.75",145852639-0007,30-39K HYDRAULIC EXCAVATOR REDUCED,1,597,2100,4295,2137.07,1940,4295,,
377,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,164.67",120242529-0029,SWEEPER MID-SIZED RIDE-ON LP,1,465,1580,3080,,319.5,3080,,
378,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,164.67",120242529-0029,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
379,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"3,603.93",152482289-0002,80' ART MANLIFT W/JIB,1,817,1895,3535,644.1,638.95,3535,,
380,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,609.79",116818712-0033,1500-2100LB TRACK SKIDSTEER CAB,1,253,679,1579,,770,1579,,
381,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,463.98",133626572-0008,"3,500LB MINI EXCAVATOR",1,277,635,1435,941.71,912.047,1435,,
382,0.992,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,230.53",73365622-0077,500LB DSL TRACK MINI SKIDSTEER,1,207,497,1207,478.726,464.206,1207,,
383,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,106156890-0038,4 WHEEL IND ELECTRIC CART 4 SEAT,1,87,213,527,,29.1,527,,
384,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,177.52",88107248-0058,0-1000LB SKIDSTEER,1,187,469,1155,,58,1155,,
385,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,106156890-0046,4 WHEEL IND ELECTRIC CART 4 SEAT,1,87,213,527,,29.1,527,,
386,0.964,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0037,4 WHEEL IND ELECT CART < 7500LB,1,83,185,523,,1,523.00 523.00,,
387,0.964,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0037,4 WHEEL IND ELECT CART < 7500LB,1,83,185,523,,1,15.68,,
388,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"3,603.93",142304255-0004,80' STR MANLIFT,1,817,1895,3535,,2578.6,3535,,
389,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,590.37",135976387-0001,"18,500LB MINI EXCAVATOR CAB",1,497,1327,3055,1329.35,1325.1,3055,,
390,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,590.37",135976387-0001,,1,,,,,,85.8,,
391,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,590.37",135976387-0001,,1,,,,,,,,
392,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,590.37",135976387-0001,,,,,,,,195,,
393,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,590.37",135976387-0001,,,,,,,,195,,
394,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,414.04",136296563-0015,500LB GAS TRACK MINI SKIDSTEER,1,235,667,1387,,528.5,1387,,
395,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"2,904.53",138736697-0002,80' ART MANLIFT W/JIB,1,817,1895,3535,368.2,360.55,2712,,
396,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"2,001.27",110929216-0036,4 TON CARRY DECK CRANE,1,313,787,1963,345.334,166.244,1963,,
397,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,551.14,116380395-0024,4 WHL IND ELECT CART > 7500LB TOW,1,97,219,543,,1085.7,543,,
398,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,802.60",131411417-0025,2000-2800LB SKIDSTEER HIGH FLOW CAB,1,455,1300,2749,294.6,280,2749,,
399,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,802.60",131411417-0025,SKIDSTEER LOADER BUCKET,1,,,,,,,,
400,0.964,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,857,88643735-0064,6K 14-17' DF IND FORKLIFT,1,215,537,1287,,2294,N/C,,
401,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,106156890-0037,4 WHEEL IND ELECTRIC CART 4 SEAT,1,87,213,527,,29.1,527,,
402,0.964,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,006.95",88643735-0058,6K 14-17' DF IND FORKLIFT,1,215,537,1287,,2294,N/C,,
403,0.964,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,006.95",88643735-0058,,,,,,,,1006.95,,
404,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,414.04",134986756-0019,500LB DSL TRACK MINI SKIDSTEER,1,235,667,1387,270.339,238.381,1387,,
405,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0018,4 WHL IND ELECT CART > 7500LB,1,83,185,523,640.576,328.897,523,,
406,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0018,4 WHL IND ELECT CART > 7500LB,1,83,185,523,1289.239,763.794,523,,
407,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,292.70",86757324-0070,"3,500LB MINI EXCAVATOR",1,237,463,1267,,512.7,1267,,
408,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,259.08",134986811-0020,0-1000LB SKIDSTEER,1,195,487,1235,,6,1235,,
409,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"2,138.89",98894889-0055,"11,000LB MINI EXCAVATOR CAB",1,353,879,2097,,1185.3,2097,,
410,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,158.01",127533793-0018,4 TON CARRY DECK CRANE,1,335,835,2079,1065.599,790.3,2079,,
411,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,158.01",127533793-0018,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
412,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"3,603.93",133507214-0019,80' ART MANLIFT W/JIB,1,817,1895,3535,,115.2,3535,,
413,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,432.95",122090806-0028,SWEEPER MID-SIZED RIDE-ON LP,1,489,1253,2397,,420.7,2397,,
414,0.94,"SUNBELT RENTALS, INC",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,1877.29,145852639-0009,30-39K HYDRAULIC EXCAVATOR REDUCED,1,597,2100,4295,,1940,N/C,,
415,0.94,"SUNBELT RENTALS, INC",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,1877.29,145852639-0009,,,,,,,,1877.29,,
416,0.987,"SUNBELT RENTALS, INC",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,1346.75,134986756-0015,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,247.703,238.381,1321,,
417,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,658.72",116327579-0031,5.5K 19' CAB TELEHANDLER FORKLIFT,1,267,837,1627,2435.4,2076.95,1627,,
418,0.997,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 3,"MOUNTAIN IRON,",MN,55768 3013,"1,626.10",133301749-0005,45' ART MANLIFT W/JIB,1,457,775,1595,1217.91,1123.646,1595,,
419,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,989.00",134214336-0004,1000LB DSL TRACK MINI SKIDSTEER,1,223,647,1457,,78,1457,,
420,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,989.00",134214336-0004,SKIDSTEER LOADER BUCKET,,,,,,,,,
421,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"5,033.27",135164402-0002,10 YARD DUMP TRUCK,1,579,1897,4937,,47981,4937,,
422,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"2,001.27",110929216-0037,4 TON CARRY DECK CRANE,1,313,787,1963,349.352,166.244,1963,,
423,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,658.72",116327579-0027,5.5K 19' CAB TELEHANDLER FORKLIFT,1,267,837,1627,2352.25,2076.95,1627,,
424,0.997,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"4,776.35",119515327-0036,4 YD ARTIC LOADER,1,605,2115,4685,487.15,2,4685,,
425,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0022,4 WHEEL IND ELECT CART < 7500LB TOW,1,83,185,523,390.325,364.236,523,,
426,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0022,4 WHL IND ELECT CART > 7500LB TOW,1,83,185,523,688.446,328.897,523,,
427,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,118.52",108880375-0031,30' SINGLE MANLIFT PUSH-TYPE,1,163,357,775,,31.2,775,,
428,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,118.52",108880375-0031,19' ELECT SCISSORLIFT,1,115,173,327,,105.4,327,,
429,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,281.51",103883211-0040,1000-1499LB SKIDSTEER CAB,1,217,515,1257,560.085,521.281,1257,,
430,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,832.04",147068077-0002,45' ART MANLIFT W/JIB,1,730,1340,1797,,1347.5,1797,,
431,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,346.75",108022679-0033,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,,176.6,1321,,
432,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,158.01",127533793-0021,4 TON CARRY DECK CRANE,1,335,835,2079,1117.28,790.3,2079,,
433,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,158.01",127533793-0021,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
434,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,230.53",73365622-0080,500LB DSL TRACK MINI SKIDSTEER,1,207,497,1207,511.742,464.206,1207,,
435,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,281.51",103883211-0046,1000-1499LB SKIDSTEER CAB,1,217,515,1257,659.444,521.281,1257,,
436,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,102.33",125271165-0011,5K 14-17' DF IND FORKLIFT,1,233,507,1043,1713.8,1623.141,1043,,
437,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,102.33",125271165-0011,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
438,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,433.4,123176476-0012,12' SINGLE MANLIFT S/P,1,117,227,427,,106.27,427,,
439,0.997,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,532.87,125758486-0012,4 WHEEL IND ELECT CART < 7500LB TOW,1,97,197,525,770.656,764.054,525,,
440,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0028,4 WHEEL IND ELECT CART < 7500LB TOW,1,83,185,523,427.042,364.236,523,,
441,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0028,4 WHL IND ELECT CART > 7500LB TOW,1,83,185,523,762.872,328.897,523,,
442,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"2,274.38",145431905-0002,850LB DSL TRACK MINI SKIDSTEER,1,265,753,1699,,678,1699,,
443,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,105406943-0037,4 WHEEL IND ELECT CART < 7500LB TOW,1,87,213,527,,450,527,,
444,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,164.67",120242529-0025,SWEEPER MID-SIZED RIDE-ON LP,1,465,1580,3080,,319.5,3080,,
445,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,164.67",120242529-0025,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
446,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,425.20",119930039-0030,15K DF W/HYD FP IND FORKLIFT,1,513,1327,3117,512,306.4,2353,,
447,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,425.20",119930039-0030,33LB PROPANE CYLINDER,1,7,13,38,,,26,,
448,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,433.4,123176476-0017,12' SINGLE MANLIFT S/P,1,117,227,427,111.228,106.27,427,,
449,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,575.12",131143960-0006,850LB DSL TRACK MINI SKIDSTEER,1,237,685,1545,,654,1545,,
450,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,346.75",136296563-0009,500LB GAS TRACK MINI SKIDSTEER,1,223,649,1321,,528.5,1321,,
451,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,414.04",134986756-0017,500LB DSL TRACK MINI SKIDSTEER,1,235,667,1387,253.22,238.381,1387,,
452,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,292.70",86757324-0069,"3,500LB MINI EXCAVATOR",1,237,463,1267,,512.7,1267,,
453,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,177.52",134986811-0004,0-1000LB SKIDSTEER,1,187,469,1155,560.054,458.867,1155,,
